Przychody_ogolem;Aktywa_ogolem;Zobowiazania_ogolem;Zysk_netto;W1;W2;W3;W4;W5;W6;W7;W8;W9;W10;W11;W12;W13;W14;W15;Grupujaca
8,69;4,21;0,74;0,37;8,92;10,81;4,26;11,16;55,93;18,51;176,83;0;3,72;1,91;1,21;0,47;0,02;99,96;82,42;Zdrowe
12,06;9,96;0,8;0,88;8,95;9,74;7,3;8,84;90,04;17,54;301,44;0,61;4,78;1,04;0,22;0,3;0,18;99,11;91,97;Zdrowe
11,43;5,61;5,43;0,5;8,96;278,2;4,37;8,91;0,18;59,58;179,15;12,45;1,2;1,2;0,07;0,07;42,28;38,08;3,21;Zdrowe
7,34;3,3;0,24;0,29;9,02;9,72;3,95;10,91;44,91;0,9;164,1;0;7,01;2,95;2,19;0,4;0;93,38;92,73;Zdrowe
6,43;0,84;0,64;0,08;9,03;36,64;1,24;9,52;0;25,99;47,68;0;1,33;1,33;0,42;0,25;0;100;25;Zdrowe
6,3;5,93;1,58;0,53;9,04;12,32;8,41;12,31;58,85;85,99;343,56;6,37;3,59;2,67;1,21;0,48;5,24;69,7;73,36;Zdrowe
7,74;4,95;0,22;0,44;9,06;9,48;5,68;8,89;96,24;23,46;233,43;0;18,89;9,54;7,08;0,78;0;100;95,76;Zdrowe
12,94;7,37;1,97;0,66;9,09;12,41;5,1;11,26;45,92;71,22;207,89;1,13;2,93;1,88;0,23;0,4;0,6;78,78;73,27;Zdrowe
12,83;3,8;2,25;0,34;9,11;22,4;2,65;10,79;0,52;48,39;108,11;0;1,63;1,62;0,73;0,37;0;100;40,79;Zdrowe
28,52;5,25;4,18;0,47;9,11;44,55;1,65;11,24;0;48,95;67,19;19,07;1,05;1,05;0,03;0,04;32,15;95,17;20,38;Zdrowe
6,56;3,42;1,39;0,31;9,16;15,38;4,73;9,06;3,63;56,86;190,29;9,46;1,92;1,84;0;0,22;4,9;60,01;59,65;Zdrowe
11,43;6,86;1,66;0,63;9,25;12,2;5,51;11,66;12,2;132,84;219,06;0,32;3,9;3,66;0,84;0,69;0,23;99,42;75,95;Zdrowe
6,64;4,33;3,23;0,4;9,26;36,39;6,02;9,24;32,78;37,39;238,02;6,6;1,52;0,95;0,26;0,12;53,33;32,26;25,4;Zdrowe
8,06;9,16;2,34;0,84;9,28;12,46;10,42;9,17;310,53;32,15;414,81;0;3,65;0,72;0;0,67;0;100;74,45;Zdrowe
6,6;9,63;8,23;0,89;9,32;63,98;13,48;9,35;56,35;61,99;532,57;127,2;0,84;0,51;0,1;-0,05;47,71;37,53;14,54;Zdrowe
6,42;4,35;2,02;0,41;9,45;17,66;6,39;11,95;2,15;128,18;247,31;0;2,01;1,99;0,74;0,46;0;100;53,56;Zdrowe
24,37;28,49;14,45;2,5;9,53;19,34;10,26;10,81;21,68;40,54;426,71;0;3,17;2,92;2,23;0,4;0;39,64;49,28;Zdrowe
6,24;0,99;0,67;0,09;9,55;29,27;1,44;9,09;0;43,76;57,91;4,09;1,33;1,33;0;0,21;7,66;100;32,32;Zdrowe
35,29;9,53;2,52;0,91;9,62;13,06;2,58;11,75;28;9,07;98,57;3,62;2,42;1,25;0,71;0,34;4,5;92,15;73,66;Zdrowe
11,27;3,46;3,2;0,33;9,75;127,16;2,93;12,72;77,59;0,04;112,06;0;1,05;0,24;0;0,04;0;93,03;7,8;Zdrowe
7,49;3,38;1,67;0,5;9,76;19,25;6,68;12,13;0,03;41,01;164,71;0;1,93;1,93;1,19;0,42;0;93,31;50,59;Zdrowe
11,09;4,62;0,79;0,45;9,83;11,87;4,06;12,34;2,27;29,16;152,06;0;5,19;5,1;3,89;0,69;0;97,91;82,68;Zdrowe
11,04;3,64;3,02;0,35;9,86;57,66;3,17;12,36;0;102,45;120,34;0;1,08;1,08;0;0,07;0;98,49;17,03;Zdrowe
8,69;3,03;2,19;0,3;9,9;35,69;3,45;9,9;44,68;14,5;127,27;16,8;1,18;0,37;0,04;0,08;42,33;59,8;27,72;Zdrowe
6,58;1,4;1,68;0,14;9,92;-49,73;2,13;12,14;0,02;18,17;77,66;25,52;0,83;0,83;0;-0,2;33,23;100;-20;Zdrowe
7,72;1,37;0,6;0,13;9,94;17,72;1,68;11,68;0;0;64,77;0;0;0;0;0,97;0;0;56,2;Zdrowe
6,38;4,38;0,97;0,58;9,96;12,82;9,09;11,64;0;27,31;250,58;0;3,66;3,66;3;0,58;0;100;77,63;Zdrowe
21,48;8,5;2,5;0,85;10,11;14,32;3,96;10;41,01;34,65;144,44;2,89;2,24;1,26;0,24;0,35;2,5;97,82;70,59;Zdrowe
41,44;49,75;4,96;5,03;10,12;11,24;12,14;10,11;33,96;47,24;438,19;0;5,63;4,79;1,49;0,43;0;93,19;90,03;Zdrowe
187,41;56,78;25,29;5,76;10,15;18,3;3,07;12,56;40,65;22,56;110,58;9,74;2,1;0,87;0,16;0,33;22,86;67,4;55,46;Zdrowe
6,52;5,36;1,59;0,54;10,27;14,63;8,28;10,07;108,98;80,87;300,06;48,7;2,39;1,03;0;0,37;16,44;89,91;70,15;Zdrowe
6,61;3,63;2,62;0,37;10,28;37,06;5,6;10,19;130,47;59,11;200,45;88,35;1,34;0,44;0,01;0,24;44,68;100;27,82;Zdrowe
8,97;2,82;1,49;0,29;10,37;21,98;3,23;13,12;70,09;29,5;114,75;1,22;1,79;0,61;0,11;0,4;1,87;98,42;47,16;Zdrowe
404,04;363,49;274,4;35,96;10,74;43,8;8,9;12,3;0;0;328,37;0;1,11;1,11;0,65;0,03;41,59;44,91;24,51;Zdrowe
12,04;6,89;5,32;0,74;10,84;47,56;6,15;13,35;7,73;181,49;208,87;22,74;1,28;1,23;0,02;0,21;11,02;100;22,79;Zdrowe
31,07;6,27;2,19;0,67;10,85;16,68;2,16;13,4;14,44;18,04;73,66;0;2,76;2,18;1,14;0,59;0;96,87;65,07;Zdrowe
9,79;4,94;1,51;0,54;10,94;15,76;5,52;13,56;45,16;42,1;184,18;0;2,93;2,13;1,34;0,59;0;100;69,43;Zdrowe
30,66;23,95;5,33;2,65;10,94;14,07;8,64;13,78;65,95;15,17;285,12;0;3,4;1,68;1,21;0,33;0;60,69;77,79;Zdrowe
26,25;4,2;2,35;0,46;11,04;24,98;1,75;10,95;0,22;16,38;58,4;5,42;1,01;1;0,34;0;13,69;91,8;44,29;Zdrowe
8,56;1,04;0,72;0,11;11,1;35,82;1,29;10,58;1,68;22,24;44,35;12,79;1,15;1,1;0;0,11;29,81;99,62;30,77;Zdrowe
6,37;4,67;1,22;0,53;11,12;15,07;8,32;13,7;46,13;55,66;267,59;0;2,84;1,8;0,53;0,3;6,27;63,43;73,88;Zdrowe
6,63;4,94;5,67;0,54;11,15;-75,39;8,14;10,93;0;77,05;271,96;0;1,75;1,75;0,46;0,19;0;22,07;-14,78;Zdrowe
73,44;25,12;17,63;2,92;11,16;37,54;3,98;11,78;35,23;49,54;124,85;2,29;1,6;1,03;0,11;0,31;20,72;71,19;29,74;Zdrowe
6,44;5,47;0,97;0,61;11,19;13,6;9,47;11,15;67,09;78;310,02;0;4,23;3,01;0;0,57;0;100;82,27;Zdrowe
6,38;2,5;1,35;0,28;11,22;24,3;4,39;14,8;32,75;81,12;143,03;0;1,8;1,38;0;0,43;0;100;46;Zdrowe
25,31;4,29;2,79;0,48;11,31;502,66;1,9;11,19;0,77;36,44;61,87;0;1,12;1,1;0;0,07;0;100;2,33;Zdrowe
6,4;4,69;4,07;0,53;11,34;86,16;8,28;15,78;0;59,99;267,48;4,56;1,5;1,5;0,8;0,16;55,75;37,82;13,22;Zdrowe
31,6;6,1;3,36;0,69;11,35;25,24;2,18;11,31;21,26;16,71;70,46;18,13;1,1;0,52;0;0,05;28,73;95,19;45,08;Zdrowe
30,48;26,15;6,29;3,15;11,35;14,94;10,33;15,07;71,46;60,41;313,15;3,47;3,3;2,22;1,19;0,51;2,23;87,48;75,95;Zdrowe
6,36;2,63;1,05;0,3;11,4;19,03;4,72;14,07;43,41;26,61;150,94;24,68;1,71;0,98;0,35;0,28;16,86;98,82;60,08;Zdrowe
6,49;7,85;0,55;0,89;11,43;12,29;13,71;13,76;3,84;43,04;441,49;3,37;5,67;5,53;3,81;0,27;1,26;82,92;92,99;Zdrowe
25,23;6,13;1,72;0,7;11,49;15,98;2,77;13,05;0,03;62,38;88,68;0;3,68;3,68;1,02;0,72;0;96,1;71,94;Zdrowe
11,42;8,66;3,32;0,99;11,5;18,67;8,67;14,32;67,09;28,15;276,79;17,58;2,32;1,22;0,62;0,29;18,96;57,49;61,66;Zdrowe
23,28;8,58;5,41;0,98;11,55;31,29;4,21;11,42;2,26;9,43;134,52;14,58;0,37;0,33;0,08;-0,25;30,31;64,15;36,95;Zdrowe
6,21;9,1;6,84;1,04;11,55;46,51;16,75;11,43;43,32;0;534,86;0;0,95;0,84;0;-0,04;0;100;24,84;Zdrowe
9,14;3,34;2,68;0,38;11,56;58,64;4,16;11,38;42,34;76,71;133,38;0;1,22;0,82;0,09;0,17;0;100;19,76;Zdrowe
7,72;5,76;2,55;0,67;11,68;20,96;8,68;14,76;49,07;34,56;272,33;28,84;1,42;0,68;0,05;0,1;25,71;55,03;55,73;Zdrowe
6,25;2,61;2,4;0,3;11,72;149,68;4,8;14,56;8,54;117,84;152,42;32,12;1,04;0,97;0,06;0,03;22,35;97,22;7,66;Zdrowe
11,12;3,18;2,35;0,37;11,84;45,48;3,33;11,64;40,59;29,7;104,38;23,3;1,1;0,56;0,04;0,07;23,86;98,2;26,1;Zdrowe
10,2;5,51;1,7;0,65;11,87;17,17;6,37;11,8;8,73;3,9;197,17;3,94;0,52;0,37;0,3;-0,15;2,06;98,98;69,15;Zdrowe
11,03;4,07;0,87;0,48;11,96;15,23;4,35;11,79;4,53;53,27;134,68;0;2,88;2,73;0,84;0,4;0;100;78,38;Zdrowe
6,58;4,49;1,54;0,53;11,97;18,22;8,05;11,8;53,13;29,86;249,07;2,77;3,18;1,55;0,6;0,28;15,45;38,05;65,7;Zdrowe
11,71;3,38;2,44;0,4;11,99;43,19;3,42;16,57;4,98;43,26;105,35;0;1,12;1,05;0,28;0,08;0;100;27,81;Zdrowe
10,76;2,85;1,71;0,34;12;29,93;3,16;16,14;42,21;14,08;96,68;5,43;1,58;0,52;0;0,24;24,19;69,13;40;Zdrowe
28,9;3,79;1,9;0,45;12,1;24,27;1,56;11,87;0;34,71;47,87;5,3;1,88;1,88;0,03;0,44;11,25;100;49,87;Zdrowe
8,47;3,3;1,13;0,4;12,17;18,55;4,72;15,15;32,95;63,98;142,21;0;2,67;2;0,65;0,57;0;99,69;65,45;Zdrowe
9,24;5,32;3,19;0,64;12,21;30,54;6,93;12,03;63,63;83,41;210,15;54,51;1,21;0,69;0;0,12;26,41;97,07;40,04;Zdrowe
6,53;0,96;0,54;0,12;12,22;28,11;1,84;12,5;17,53;8,82;53,66;3,35;1,09;0,51;0;0,05;6,33;100;43,75;Zdrowe
12,43;0,49;0,4;0,06;12,31;69,47;0,48;16,33;0;0;14,39;0,88;1,14;1,14;0,12;0,1;16,8;87,05;18,37;Zdrowe
6,47;2,11;1,58;0,27;12,38;49,15;4,17;16,11;23,88;39,7;119,03;25,95;0,94;0,61;0;-0,04;36,52;79,92;25,12;Zdrowe
493,28;362,95;157,15;46,86;12,4;21,87;9,5;13,39;36,98;56,32;268,56;0;1,38;1,03;0;0,15;0;91,25;56,7;Zdrowe
7,85;4,35;2,9;0,54;12,58;37,53;6,88;12,41;35,17;91,56;202,26;4,65;1,26;0,96;0,09;0,15;9,53;89,17;33,56;Zdrowe
6,25;3,62;2,11;0,45;12,61;30,35;7,2;16,85;6,51;58,83;211,41;61,32;1,1;1,05;0,39;0,06;30,51;97,91;41,44;Zdrowe
11,4;2,33;1,55;0,29;12,66;37,54;2,54;15,45;0,72;42,8;74,6;0,32;1,5;1,48;0,41;0,31;0,48;95,35;33,91;Zdrowe
10,3;9,36;1,57;1,17;12,68;15,23;11,36;15,6;79,27;55,39;331,69;0;5,4;3,55;2;0,56;0;77,31;83,23;Zdrowe
8,29;4,29;2,87;0,54;12,77;38,53;6,51;16,55;18,28;64,15;188,88;18,05;1,42;1,27;0;0,28;9,58;100;33,1;Zdrowe
32,09;6,06;3,9;0,77;12,78;35,84;2,4;12,71;20,74;3,54;68,93;0,8;0,91;0,33;0,14;-0,04;11,9;80,78;35,64;Zdrowe
11,56;3,57;0,37;0,45;12,8;14,26;3,89;15,69;0;80,16;112,72;1,58;8,89;8,89;0,97;0,71;2,61;88,08;89,92;Zdrowe
9,3;5,36;2,75;0,69;12,93;26,5;7,42;12,87;1,91;91,28;210,37;4,71;1,38;1,36;0,16;0,17;6,07;90,88;48,69;Zdrowe
6,32;2,82;0,98;0,36;12,94;19,81;5,7;12,77;106,2;30,18;162,86;3,47;2,57;0,69;0;0,54;2,32;100;65,6;Zdrowe
9,08;3,51;2,38;0,45;12,95;40,11;4,96;15,95;18,23;41,43;141,1;4,02;1,41;1,14;0,5;0,19;16,86;70;32,19;Zdrowe
6,47;4,16;2,08;0,54;13,07;26,19;8,35;15,38;51,21;104,9;234,68;0;4,09;3,1;1,07;0,68;0;44,26;49,76;Zdrowe
8;3,21;1,91;0,42;13,19;32,51;5,25;18,07;23,46;20,17;146,46;0;1,5;1,23;0,86;0,29;0;99,99;40,5;Zdrowe
44;6,3;4,57;0,84;13,42;48,67;1,91;13,33;5,52;18,26;52,26;6,3;0,89;0,74;0,03;-0,07;16,64;93,58;27,62;Zdrowe
24,42;8,34;5,78;1,11;13,47;43,8;4,55;17,51;0;48,34;124,66;2,69;1,2;1,2;0;0,13;3,99;97,41;30,82;Zdrowe
8,97;7,62;3,67;1,03;13,65;26,32;11,48;16,93;97,14;84,9;310,07;73,65;1,24;0,59;0;0,11;24;100;51,84;Zdrowe
11,32;9,66;2,53;1,31;13,68;18,53;11,57;16,56;65,53;62,89;311,48;14,19;2,36;1,33;0,18;0,28;7,41;78,29;73,91;Zdrowe
6,43;0,59;0,43;0,08;13,82;51,34;1,24;16,95;3,62;12,79;33,49;0;1,41;1,25;0;0,27;0;92,72;27,12;Zdrowe
6,4;2,85;0,53;0,39;13,91;17,12;6,09;13,68;98,91;10,65;162,54;0;3,81;0,46;0,05;0,51;0,55;97,03;81,05;Zdrowe
6,51;2,34;1,45;0,33;14,15;37,29;5,07;14,1;28,65;35,83;131,2;12,9;1,41;0,95;0,35;0,19;21,54;76,61;38,03;Zdrowe
12,06;0,29;0,16;0,04;14,16;31,16;0,33;17,24;0,44;0;8,78;0;1,83;1,74;0;0,45;0;100;44,83;Zdrowe
6,61;5,06;0,6;0,72;14,29;16,21;10,89;17,59;2,6;27,61;279,41;0;4,5;4,38;3,01;0,26;0;63,46;88,14;Zdrowe
6,18;3,38;2,89;0,48;14,36;98,93;7,77;14,2;38,17;5,09;199,63;0;0,82;0,54;0,04;-0,12;5,85;77,97;14,5;Zdrowe
11,63;4,3;2,54;0,62;14,53;35,49;5,33;18,14;75,05;46,98;134,95;13,81;1,65;0,7;0,02;0,37;10,68;99,16;40,93;Zdrowe
6,55;3,76;1,01;0,54;14,65;20,02;8,24;18,88;32,58;90,03;209,53;0;4,38;3,67;0;0,73;4,66;81,93;73,14;Zdrowe
12,53;9,37;2,3;1,45;14,65;19,43;11,57;18,68;1,34;108,58;272,95;0;3,65;3,63;1,53;0,63;0;97,73;75,35;Zdrowe
6,37;6,72;1,03;0,98;14,7;17,35;15,38;14,58;117,52;22,76;385,05;0;13,88;5,22;0;0,45;11,76;23,05;84,67;Zdrowe
30,67;9,42;6,93;1,37;14,73;55,72;4,47;19,53;1,79;61,18;112,11;0;1,35;1,32;0,46;0,25;0;98,95;26,43;Zdrowe
9,62;2,83;1,96;0,42;14,93;48,62;4,37;18,37;41,56;19,45;107,38;0;1,1;0,54;0,22;0,07;0;100;30,74;Zdrowe
6,21;0,37;0,32;0,05;14,94;110,35;0,81;18,92;3,73;12,25;21,75;15,28;1,16;0,96;0;0,14;70,88;100;13,51;Zdrowe
6,35;0,51;0,43;0,08;15,19;97,09;1,26;17,65;17,93;0,19;29,31;16,67;1,18;0,46;0,44;0,16;57,15;100;15,69;Zdrowe
9,38;2,73;2,06;0,41;15,19;61,5;4,37;19,41;0;26,58;106,23;26,46;0,81;0,81;0;-0,12;35,52;86,44;24,54;Zdrowe
6,23;1,83;0,53;0,28;15,34;21,69;4,49;21,86;0;10,64;107,22;0;2,18;2,18;0;0,34;0;100;70,49;Zdrowe
11,48;4,89;2,73;0,74;15,36;34,8;6,45;18,81;0;126,57;155,47;0;1,78;1,78;0,19;0,43;0;100;44,17;Zdrowe
7,51;6,8;6,6;1,04;15,41;535,67;13,85;15,29;322,79;6,71;330,49;0;1604,46;37,38;4,83;0,99;0;0,06;2,94;Zdrowe
26,94;6,17;3,98;0,94;15,45;43,47;3,49;15,24;5,63;24,04;83,6;15,45;1,1;0,98;0,09;0,06;18,64;87,51;35,49;Zdrowe
6,47;6,11;0,65;0,94;15,49;17,34;14,53;18,82;29,88;46,19;344,69;0,56;5,27;4,43;3,07;0,44;0,17;97,34;89,36;Zdrowe
7,55;2,89;1,58;0,44;15,5;34,3;5,83;19,03;0,1;0,03;139,72;0;3,27;3,27;2,68;0,67;0;54,41;45,33;Zdrowe
8,19;5,29;2,2;0,86;15,58;26,66;10,5;21,93;5,68;45,03;235,76;0;2,54;2,47;0;0,62;0;93,12;58,41;Zdrowe
9,49;3,02;2,21;0,47;15,75;58,53;4,95;15,56;0,55;45,39;116,15;20,77;1,24;1,23;0,03;0,15;27,58;86,86;26,82;Zdrowe
6,2;4,67;2,88;0,73;15,75;41,03;11,77;15,63;64,44;16,33;274,93;64,17;0,79;0,17;0;-0,08;47,65;61,07;38,33;Zdrowe
27,64;6,72;2,68;1,07;16,03;26,68;3,87;15,92;67,87;15;88,74;23,51;2,42;0,5;0,03;0,56;26,84;100;60,12;Zdrowe
6,66;6,99;1,01;1,12;16,25;18,99;16,82;16,02;136,49;78,61;383,09;0;5,01;2,52;1,04;0,57;0;99,44;85,55;Zdrowe
24,07;5,76;4,9;0,93;16,26;108,85;3,86;16,15;0;47,74;87,35;13,8;1,01;1,01;0,01;0,01;18,04;97,6;14,93;Zdrowe
6,34;3,89;1,6;0,63;16,28;27,68;9,94;20,57;27,68;99,19;223,95;33,97;1,71;1,41;0,02;0,29;15,39;100;58,87;Zdrowe
11,3;3,59;2,73;0,58;16,29;67,69;5,13;20,06;0,19;92,9;115,96;0;1,31;1,31;0,15;0,23;0;99,99;23,96;Zdrowe
61,86;6,61;4,54;1,07;16,38;52,15;1,73;16,19;14,76;0,2;39;6,37;1,39;0,65;0,06;0,2;33,86;74,71;31,47;Zdrowe
11,52;3,04;1,7;0,5;16,61;37,49;4,34;20,07;0,13;58,77;96,32;0;1,89;1,89;0,49;0,43;0;87,74;44,41;Zdrowe
27,58;7,07;3,49;1,16;16,62;32,82;4,21;16,41;29,36;50,38;93,57;4,76;2,26;1,43;0,01;0,47;5,33;77,09;50,64;Zdrowe
10,25;3,82;2,25;0,63;16,72;40,7;6,15;16,49;48,82;64,04;136,03;26,35;1,66;1,01;0,03;0,36;23,09;94,14;41,1;Zdrowe
6,6;2,82;1,56;0,47;16,77;37,53;7,12;20,21;75,58;66,73;155,95;3,87;1,74;0,86;0,03;0,4;2,4;100;44,68;Zdrowe
24,85;9,87;7,93;1,65;16,87;86,18;6,64;16,72;44,35;51;144,97;23,21;1,14;0,74;0,02;0,1;17,39;95,5;19,55;Zdrowe
29,02;6,76;3,98;1,13;16,89;41;3,89;20,56;43,04;31,89;85,02;0;2,45;1,21;0,28;0,58;17,97;69,44;41,27;Zdrowe
57,24;5,62;0,42;0,94;16,9;18,27;1,64;16,73;2,04;16,84;35,84;0,06;11,11;10,33;3,8;0,72;0,25;96,53;92,53;Zdrowe
26,69;8,37;5,88;1,42;17,11;57,42;5,32;16,97;13,82;31,08;114,46;3,83;1,4;1,06;0;0,14;37,73;51,06;29,75;Zdrowe
6,3;1,81;1,85;0,31;17,15;-978,54;4,92;19,34;35,98;54,27;104,87;0;0,97;0,63;0;-0,03;0;100;-1,66;Zdrowe
6,63;4,38;2,53;0,75;17,38;41,15;11,31;17,12;86,25;39,5;241,13;46,24;1,02;0,33;0;0,01;25,58;89,34;42,24;Zdrowe
6,51;3,8;0,12;0,66;17,49;18,07;10,14;21,58;94,47;34,79;213,06;0;29,69;15,92;10,83;0,91;0;100;96,58;Zdrowe
6,25;1,61;0,25;0,28;17,59;20,84;4,48;17,39;3,11;10,15;94,02;0;4,73;4,51;2,65;0,54;0,43;93,9;84,47;Zdrowe
6,51;3,21;1,42;0,56;17,67;31,73;8,6;17,45;34,81;37,62;179,98;25,23;1,69;0,96;0;0,18;14,28;59,75;55,76;Zdrowe
11,43;6,85;2,88;1,2;17,7;30,58;10,5;21,61;56,11;58,32;218,74;11,18;2,18;1,22;0,07;0,31;16,94;63,66;57,96;Zdrowe
11,5;3,2;2,16;0,57;17,85;54,6;4,96;21,88;43,04;25,41;101,57;11,74;1,45;0,82;0,02;0,3;11,82;100;32,81;Zdrowe
10,48;3,89;0,66;0,69;17,91;21,55;6,58;17,74;49,83;52,89;135,48;0;4,97;2,76;0,37;0,65;0;98,26;83,03;Zdrowe
6,36;2,07;0,47;0,37;18,05;23,42;5,82;17,87;23,46;50,18;118,8;0;3,4;2,54;0;0,55;0;100;77,29;Zdrowe
6,63;3,23;2,81;0,58;18,06;136,52;8,75;21,36;51,92;34,64;177,82;1,65;2,18;1,11;0,37;0,32;2,41;31,37;13,31;Zdrowe
11;2,29;6,31;0,41;18,16;-10,34;3,73;22,71;0;46,61;75,99;0;0,31;0,31;0,06;-1,77;0;94,13;-175,55;Zdrowe
6,51;3,66;2,55;0,66;18,27;60,02;10,14;18,03;3,96;2,24;205,21;12,9;0,44;0,38;0;-0,19;40,93;50,41;30,33;Zdrowe
9,34;6,57;2,86;1,2;18,44;32,68;12,85;18,26;75,02;26,01;256,75;9,38;2,06;0,64;0,02;0,21;25,56;47,18;56,32;Zdrowe
6,6;1,64;0,49;0,3;18,46;26,41;4,55;22,56;3,4;19,15;90,7;0;3,09;2,97;2,14;0,62;0;100;70,12;Zdrowe
8,89;8,05;2,81;1,48;18,62;28,58;16,65;23,35;3,07;26,14;330,51;1,23;4,17;4,12;1,04;0,52;0,78;47,63;65,09;Zdrowe
33,47;0,23;0,07;0,04;18,63;26,29;0,12;21,74;0,76;0;2,51;0;3,43;2,39;2,36;0,7;0;100;69,57;Zdrowe
8,19;4,16;2,15;0,78;19,08;39,58;9,52;18,75;47,93;99,34;185,4;0;1,64;1,13;0,08;0,32;0;99,35;48,32;Zdrowe
7,28;5,45;3,16;1,03;19,17;45,62;14,15;18,9;27,71;45,5;273,25;9,53;0,9;0,63;0,17;-0,04;14,28;64,69;42,02;Zdrowe
6,58;4,66;1,7;0,89;19,4;30,56;13,53;24,46;33,86;37,25;258,5;0;3,37;2,55;1,31;0,38;14,63;43,72;63,52;Zdrowe
25,07;9,99;6,94;1,92;19,4;63,47;7,66;19,22;31,33;75,41;145,45;0;1,43;1,12;0,35;0,29;0;100;30,63;Zdrowe
11,41;3,61;1,2;0,7;19,49;29,22;6,13;23,82;41,54;45,29;115,48;0;3;1,92;0,71;0,66;0;100;66,76;Zdrowe
22,96;3,87;2,69;0,76;19,74;64,46;3,31;25,06;4,72;26,72;61,52;0,48;1,4;1,29;0,6;0,26;3,59;93,46;30,75;Zdrowe
8,56;1,41;0,8;0,28;19,86;46,04;3,27;24,82;17,6;0,84;60,12;1,28;1,42;0,86;0,63;0,22;6,67;91,76;43,26;Zdrowe
9,27;2,06;0,93;0,41;19,89;36,16;4,42;23,3;13,46;29,06;81,11;0;2,21;1,84;1,01;0,54;0;99,73;54,85;Zdrowe
9,55;1,54;0,34;0,32;19,97;25,71;3,35;25,32;0;8,47;58,86;0;4,43;4,43;2,62;0,79;0;100;77,92;Zdrowe
7,91;3,29;1,45;0,65;19,98;35,7;8,22;19,76;19,71;48,31;151,81;0;1,16;0,86;0,12;0,07;0;100;55,93;Zdrowe
22,3;8,74;5,06;1,73;20,05;47,67;7,76;19,79;5,62;71,43;143,05;4,09;1,49;1,41;0,28;0,24;7,24;86,64;42,11;Zdrowe
33,68;6,71;3,91;2;20,08;48,12;5,94;24,89;13,76;2,68;72,72;2,17;0,93;0,55;0,26;-0,04;7,15;85,54;41,73;Zdrowe
8,52;4,34;3,4;0,87;20,27;93,4;10,21;20,05;19,93;63,72;185,93;0;1,14;0,92;0,19;0,07;26,15;63,12;21,66;Zdrowe
6,38;1,4;0,53;0,28;20,43;32,77;4,39;25,71;0,37;23,43;80,09;0;2,05;2,03;0;0,39;0;100;62,14;Zdrowe
7,88;2,47;1,03;0,5;20,54;35,31;6,35;25,51;2,27;1,21;114,41;0,46;2,13;2,08;2,04;0,47;0,26;100;58,3;Zdrowe
6,19;2,95;0,57;0,6;20,54;25,51;9,69;20,34;15,12;5,78;173,95;2,95;1,24;0,58;0;0,03;7,94;67,79;80,68;Zdrowe
6,25;3,32;1,48;0,68;20,7;37,28;10,88;25,6;3,39;68,89;193,89;0;2,69;2,61;0;0,39;21,45;51,84;55,42;Zdrowe
8,2;1,58;1,22;0,32;20,71;91,52;3,9;20,25;9,54;2;70,33;0;1,29;1,12;0,97;0,22;0;100;22,78;Zdrowe
6,37;4,96;1,57;1,02;20,83;30,46;16,01;26,21;95,64;102,54;284,21;13,18;4,65;3,01;1,23;0,74;15,77;64,76;68,35;Zdrowe
21,74;2,65;2,18;0,55;20,92;118,6;2,53;20,75;19,88;21,08;44,49;16,12;1,21;0,67;0,05;0,17;36,75;100;17,74;Zdrowe
6,22;2,55;1,06;0,53;20,98;35,86;8,52;20,78;9,34;12,64;149,64;0,59;1,02;0,86;0,31;0,01;2,77;92,06;58,43;Zdrowe
10,39;4,95;2,47;1,28;20,99;41,96;12,32;26,26;50,29;1,76;173,89;0;0,8;0,2;0,04;-0,09;0,86;95,24;50,1;Zdrowe
6,59;2,85;0,97;0,62;21,82;33,15;9,41;21,75;3,05;7,36;157,85;18,83;0,4;0,34;0;-0,18;15,66;89,18;65,96;Zdrowe
12,84;8,1;4,09;1,76;21,95;44,35;13,71;27,41;1,22;110,39;230,26;12,22;1,69;1,68;0,4;0,28;11,29;80,43;49,51;Zdrowe
